sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
105,2026-08-22T17:46:07.828Z,3375,15773696,18661376,213,26,14688,2,1,1,0,0,0,210,0,0
106,2026-08-22T17:46:38.262Z,3405,15925248,18661376,219,28,14750,1,0,1,0,0,0,212,0,0
107,2026-08-22T17:47:08.723Z,3436,15523840,18661376,213,26,14859,2,1,1,0,0,0,214,0,0
108,2026-08-22T17:47:39.235Z,3466,15757312,18661376,213,26,15016,2,1,1,0,0,0,216,0,0
109,2026-08-22T17:48:09.637Z,3497,16076800,18661376,219,28,15109,2,1,1,0,0,0,218,0,0
110,2026-08-22T17:48:40.079Z,3527,15659008,18661376,210,25,15266,2,1,1,0,0,0,220,0,0
111,2026-08-22T17:49:10.493Z,3558,16257024,18661376,225,30,15391,2,1,1,0,0,0,222,0,0
112,2026-08-22T17:49:40.902Z,3588,16060416,18661376,222,29,15516,2,1,1,0,0,0,224,0,0
113,2026-08-22T17:50:11.308Z,3619,15699968,18661376,213,26,15641,1,0,1,0,0,0,226,0,0
114,2026-08-22T17:50:41.766Z,3649,16060416,18661376,222,29,15734,2,1,1,0,0,0,228,0,0
115,2026-08-22T17:51:12.176Z,3679,15966208,18661376,213,26,15812,1,0,1,0,0,0,230,0,0
116,2026-08-22T17:51:42.595Z,3710,15671296,18661376,213,26,15969,2,1,1,0,0,0,232,0,0
117,2026-08-22T17:52:13.034Z,3740,15855616,18661376,213,26,16156,1,0,1,0,0,0,234,0,0
118,2026-08-22T17:52:43.474Z,3771,15998976,18661376,216,27,16234,2,1,1,0,0,0,236,0,0
119,2026-08-22T17:53:13.955Z,3801,15732736,18661376,213,26,16359,1,0,1,0,0,0,238,0,0
120,2026-08-22T17:53:44.415Z,3832,15810560,18661376,213,26,16500,1,0,1,0,0,0,240,0,0
121,2026-08-22T17:54:14.934Z,3862,16117760,18661376,219,28,16641,1,0,1,0,0,0,242,0,0
122,2026-08-22T17:54:45.363Z,3893,15892480,18661376,219,28,16766,1,0,1,0,0,0,244,0,0
123,2026-08-22T17:55:15.787Z,3923,16162816,18661376,219,28,16875,1,0,1,0,0,0,246,0,0
124,2026-08-22T17:55:46.193Z,3953,16011264,18661376,213,26,17062,1,0,1,0,0,0,248,0,0
125,2026-08-22T17:56:16.694Z,3984,15888384,18661376,216,27,17156,2,1,1,0,0,0,250,0,0
126,2026-08-22T17:56:47.181Z,4014,15978496,18661376,216,27,17281,2,1,1,0,0,0,252,0,0
127,2026-08-22T17:57:17.603Z,4045,16023552,18661376,213,26,17453,2,1,1,0,0,0,254,0,0
128,2026-08-22T17:57:48.016Z,4075,16023552,18661376,216,27,17594,2,1,1,0,0,0,256,0,0
129,2026-08-22T17:58:18.365Z,4106,16080896,18661376,216,27,17781,2,1,1,0,0,0,258,0,0
130,2026-08-22T17:58:48.810Z,4136,16105472,18661376,216,27,17891,2,1,1,0,0,0,260,0,0
131,2026-08-22T17:59:19.249Z,4166,15884288,18661376,213,26,18031,2,1,1,0,0,0,262,0,0
132,2026-08-22T17:59:49.676Z,4197,16289792,18661376,222,29,18188,2,1,1,0,0,0,264,0,0
133,2026-08-22T18:00:20.326Z,4228,16207872,18661376,219,28,18391,2,1,1,0,0,0,266,0,0
134,2026-08-22T18:00:51.862Z,4259,15855616,18661376,213,26,18625,2,1,1,0,0,0,268,0,0
135,2026-08-22T18:01:30.797Z,4298,16089088,18661376,219,28,18672,2,1,1,0,0,0,270,0,0
136,2026-08-22T18:02:12.743Z,4340,15454208,18661376,201,22,18953,2,1,1,0,0,0,272,0,0
137,2026-08-22T18:02:50.413Z,4378,16130048,18661376,216,27,19125,2,1,1,0,0,0,274,0,0
138,2026-08-22T18:03:22.119Z,4409,16150528,18661376,216,27,19250,2,1,1,0,0,0,276,0,0
139,2026-08-22T18:04:00.546Z,4448,16097280,18661376,219,28,19375,2,1,1,0,0,0,278,0,0
140,2026-08-22T18:04:39.110Z,4486,16510976,18661376,231,32,19438,2,1,1,0,0,0,280,0,0
141,2026-08-22T18:05:17.391Z,4525,16003072,18661376,219,28,19578,2,1,1,0,0,0,282,0,0
142,2026-08-22T18:05:47.778Z,4555,16048128,18661376,213,26,19703,2,1,1,0,0,0,284,0,0
143,2026-08-22T18:06:18.195Z,4585,16093184,18661376,213,26,19781,1,0,1,0,0,0,286,0,0
144,2026-08-22T18:06:48.605Z,4616,15822848,18661376,210,25,20078,2,1,1,0,0,0,288,0,0
145,2026-08-22T18:07:19.010Z,4646,16084992,18661376,213,26,20188,2,1,1,0,0,0,290,0,0
146,2026-08-22T18:07:49.534Z,4677,16154624,18661376,213,26,20328,1,0,1,0,0,0,292,0,0
147,2026-08-22T18:08:20.046Z,4707,15826944,18661376,210,25,20406,1,0,1,0,0,0,294,0,0
148,2026-08-22T18:08:50.544Z,4738,16195584,18661376,216,27,20609,1,0,1,0,0,0,296,0,0
149,2026-08-22T18:09:21.091Z,4768,16097280,18661376,213,26,20688,1,0,1,0,0,0,298,0,0
150,2026-08-22T18:09:51.616Z,4799,16211968,18661376,222,29,20766,1,0,1,0,0,0,300,0,0
151,2026-08-22T18:10:22.079Z,4829,16084992,18661376,213,26,20906,1,0,1,0,0,0,302,0,0
152,2026-08-22T18:10:52.492Z,4860,16338944,18661376,222,29,20953,1,0,1,0,0,0,304,0,0
153,2026-08-22T18:11:22.941Z,4890,16121856,18661376,216,27,21062,1,0,1,0,0,0,306,0,0
154,2026-08-22T18:11:53.407Z,4921,15892480,18661376,213,26,21266,2,1,1,0,0,0,308,0,0
155,2026-08-22T18:12:23.858Z,4951,15966208,18661376,213,26,21359,2,1,1,0,0,0,310,0,0
156,2026-08-22T18:12:54.286Z,4981,16203776,18661376,219,28,21375,2,1,1,0,0,0,312,0,0
157,2026-08-22T18:13:24.725Z,5012,15949824,18661376,213,26,21500,2,1,1,0,0,0,314,0,0
158,2026-08-22T18:13:55.125Z,5042,16089088,18661376,219,28,21625,2,1,1,0,0,0,316,0,0
159,2026-08-22T18:14:25.551Z,5073,15937536,18661376,213,26,21719,2,1,1,0,0,0,318,0,0
160,2026-08-22T18:14:55.952Z,5103,16023552,18661376,216,27,21812,1,0,1,0,0,0,320,0,0
161,2026-08-22T18:15:26.387Z,5134,16015360,18661376,213,26,21922,2,1,1,0,0,0,322,0,0
162,2026-08-22T18:15:56.803Z,5164,16113664,18661376,216,27,22094,1,0,1,0,0,0,324,0,0
163,2026-08-22T18:16:27.210Z,5194,16171008,18661376,222,29,22125,2,1,1,0,0,0,326,0,0
164,2026-08-22T18:16:57.605Z,5225,16019456,18661376,216,27,22188,2,1,1,0,0,0,328,0,0
165,2026-08-22T18:17:28.074Z,5255,15925248,18661376,213,26,22422,1,0,1,0,0,0,330,0,0
166,2026-08-22T18:17:58.536Z,5286,15990784,18661376,216,27,22547,1,0,1,0,0,0,332,0,0
167,2026-08-22T18:18:28.956Z,5316,15990784,18661376,213,26,22719,1,0,1,0,0,0,334,0,0
168,2026-08-22T18:18:59.344Z,5347,15966208,18661376,213,26,22875,1,0,1,0,0,0,336,0,0
169,2026-08-22T18:19:29.802Z,5377,15970304,18661376,213,26,23062,2,1,1,0,0,0,338,0,0
170,2026-08-22T18:20:00.227Z,5407,16048128,18661376,213,26,23141,2,1,1,0,0,0,340,0,0
171,2026-08-22T18:20:30.663Z,5438,15888384,18661376,216,27,23344,1,0,1,0,0,0,342,0,0
172,2026-08-22T18:21:01.100Z,5468,16261120,18661376,219,28,23469,2,1,1,0,0,0,344,0,0
173,2026-08-22T18:21:31.475Z,5499,15925248,18661376,213,26,23625,1,0,1,0,0,0,346,0,0
174,2026-08-22T18:22:01.900Z,5529,15966208,18661376,216,27,23781,2,1,1,0,0,0,348,0,0
175,2026-08-22T18:22:32.310Z,5560,15925248,18661376,216,27,23875,2,1,1,0,0,0,350,0,0
176,2026-08-22T18:23:02.705Z,5590,15818752,18661376,213,26,24031,2,1,1,0,0,0,352,0,0
177,2026-08-22T18:23:33.114Z,5620,15728640,18661376,210,25,24219,2,1,1,0,0,0,354,0,0
178,2026-08-22T18:24:03.609Z,5651,15929344,18661376,216,27,24344,2,1,1,0,0,0,356,0,0
179,2026-08-22T18:24:34.071Z,5681,16146432,18661376,216,27,24453,2,1,1,0,0,0,358,0,0
180,2026-08-22T18:25:04.504Z,5712,15966208,18661376,213,26,24641,1,0,1,0,0,0,360,0,0
181,2026-08-22T18:25:34.950Z,5742,15847424,18661376,213,26,24750,2,0,1,0,0,1,362,0,0
182,2026-08-22T18:26:05.402Z,5773,15970304,18661376,213,26,24875,1,0,1,0,0,0,364,0,0
183,2026-08-22T18:26:35.884Z,5803,15962112,18661376,213,26,25047,1,0,1,0,0,0,366,0,0
184,2026-08-22T18:27:06.292Z,5833,16134144,18661376,219,28,25156,1,0,1,0,0,0,368,0,0
185,2026-08-22T18:27:36.732Z,5864,16113664,18661376,219,28,25344,2,1,1,0,0,0,370,0,0
186,2026-08-22T18:28:07.141Z,5894,15888384,18661376,216,27,25547,1,0,1,0,0,0,372,0,0
187,2026-08-22T18:28:37.548Z,5925,16048128,18661376,213,26,25656,2,1,1,0,0,0,374,0,0
188,2026-08-22T18:29:08.004Z,5955,16138240,18661376,219,28,25828,2,1,1,0,0,0,376,0,0
189,2026-08-22T18:29:38.436Z,5986,15921152,18661376,210,25,25984,1,0,1,0,0,0,378,0,0
190,2026-08-22T18:30:08.964Z,6016,16011264,18661376,216,27,26094,1,0,1,0,0,0,380,0,0
191,2026-08-22T18:30:39.426Z,6047,15847424,18661376,216,27,26234,1,0,1,0,0,0,382,0,0
192,2026-08-22T18:31:09.876Z,6077,16158720,18661376,219,28,26391,2,1,1,0,0,0,384,0,0
193,2026-08-22T18:31:40.293Z,6107,15835136,18661376,213,26,26547,2,1,1,0,0,0,386,0,0
194,2026-08-22T18:32:10.708Z,6138,16011264,18661376,216,27,26703,1,0,1,0,0,0,388,0,0
195,2026-08-22T18:32:41.145Z,6168,16011264,18661376,213,26,26766,1,0,1,0,0,0,390,0,0
196,2026-08-22T18:33:11.954Z,6199,16605184,18661376,231,32,26953,1,0,1,0,0,0,392,0,0
197,2026-08-22T18:33:43.480Z,6231,16019456,18661376,213,26,27062,2,1,1,0,0,0,394,0,0
198,2026-08-22T18:34:22.327Z,6269,16011264,18661376,213,26,27203,2,1,1,0,0,0,396,0,0
199,2026-08-22T18:35:01.264Z,6308,16392192,18661376,228,31,27375,2,1,1,0,0,0,398,0,0
200,2026-08-22T18:35:38.926Z,6346,16195584,18661376,219,28,27500,2,1,1,0,0,0,400,0,0
201,2026-08-22T18:36:10.528Z,6378,16277504,18661376,222,29,27609,1,0,1,0,0,0,402,0,0
202,2026-08-22T18:36:49.350Z,6417,16011264,18661376,213,26,27750,2,1,1,0,0,0,404,0,0
203,2026-08-22T18:37:28.192Z,6455,15921152,18661376,213,26,27953,2,1,1,0,0,0,406,0,0
204,2026-08-22T18:38:05.831Z,6493,15986688,18661376,216,27,28094,2,1,1,0,0,0,408,0,0
205,2026-08-22T18:38:36.300Z,6523,16015360,18661376,213,26,28266,1,0,1,0,0,0,410,0,0
206,2026-08-22T18:39:06.779Z,6554,16031744,18661376,213,26,28375,1,0,1,0,0,0,412,0,0
207,2026-08-22T18:39:37.271Z,6584,16826368,18661376,219,28,28547,1,0,1,0,0,0,414,0,0
208,2026-08-22T18:40:07.728Z,6615,16687104,18661376,213,26,28578,2,1,1,0,0,0,416,0,0
209,2026-08-22T18:40:38.225Z,6645,15888384,18661376,210,25,28734,2,1,1,0,0,0,418,0,0
210,2026-08-22T18:41:08.743Z,6676,16699392,18661376,213,26,28828,1,0,1,0,0,0,420,0,0
211,2026-08-22T18:41:39.224Z,6706,16261120,18661376,213,26,28969,1,0,1,0,0,0,422,0,0
212,2026-08-22T18:42:09.704Z,6737,16351232,18661376,216,27,29188,1,0,1,0,0,0,424,0,0
213,2026-08-22T18:42:40.503Z,6768,16678912,18661376,234,33,29594,1,0,1,0,0,0,426,0,0
214,2026-08-22T18:43:10.972Z,6798,16183296,18661376,213,26,29844,1,0,1,0,0,0,428,0,0
215,2026-08-22T18:43:41.642Z,6829,17186816,18661376,252,39,30172,2,1,1,0,0,0,430,0,0
216,2026-08-22T18:44:12.039Z,6859,17022976,18661376,216,27,30406,1,0,1,0,0,0,432,0,0
217,2026-08-22T18:44:42.517Z,6890,16138240,18661376,216,27,30562,2,1,1,0,0,0,434,0,0
218,2026-08-22T18:45:13.488Z,6921,16384000,18661376,216,27,30766,2,1,1,0,0,0,436,0,0
219,2026-08-22T18:45:43.947Z,6951,16973824,18661376,216,27,30938,1,0,1,0,0,0,438,0,0
220,2026-08-22T18:46:14.431Z,6982,16347136,18661376,216,27,31031,2,1,1,0,0,0,440,0,0
221,2026-08-22T18:46:44.816Z,7012,15978496,18661376,213,26,31156,1,0,1,0,0,0,442,0,0
222,2026-08-22T18:47:15.191Z,7042,16867328,18661376,213,26,31297,1,0,1,0,0,0,444,0,0
223,2026-08-22T18:47:45.619Z,7073,16228352,18661376,213,26,31453,2,1,1,0,0,0,446,0,0
224,2026-08-22T18:48:16.077Z,7103,16453632,18661376,216,27,31625,1,0,1,0,0,0,448,0,0
225,2026-08-22T18:48:46.526Z,7134,16109568,18661376,216,27,31750,2,1,1,0,0,0,450,0,0
226,2026-08-22T18:49:16.945Z,7164,16252928,18661376,216,27,31906,1,0,1,0,0,0,452,0,0
227,2026-08-22T18:49:47.391Z,7194,16183296,18661376,213,26,32062,2,1,1,0,0,0,454,0,0
228,2026-08-22T18:50:17.778Z,7225,16990208,18661376,213,26,32203,2,1,1,0,0,0,456,0,0
229,2026-08-22T18:50:48.202Z,7255,15896576,18661376,210,25,32391,2,1,1,0,0,0,458,0,0
230,2026-08-22T18:51:18.622Z,7286,17174528,18661376,219,28,32562,1,0,1,0,0,0,460,0,0
231,2026-08-22T18:51:49.076Z,7316,16265216,18661376,213,26,32672,2,1,1,0,0,0,462,0,0
232,2026-08-22T18:52:19.465Z,7347,17108992,18661376,216,27,32828,1,0,1,0,0,0,464,0,0
233,2026-08-22T18:52:49.889Z,7377,16240640,18661376,219,28,32922,2,1,1,0,0,0,466,0,0
234,2026-08-22T18:53:20.299Z,7407,16367616,18661376,216,27,33109,2,1,1,0,0,0,468,0,0
235,2026-08-22T18:53:50.726Z,7438,17129472,18661376,219,28,33312,1,0,1,0,0,0,470,0,0
236,2026-08-22T18:54:21.139Z,7468,17227776,18661376,219,28,33406,1,0,1,0,0,0,472,0,0
237,2026-08-22T18:54:51.603Z,7499,15994880,18661376,210,25,33547,2,1,1,0,0,0,474,0,0
238,2026-08-22T18:55:21.996Z,7529,16404480,18661376,219,28,33719,2,1,1,0,0,0,476,0,0
239,2026-08-22T18:55:52.500Z,7560,16314368,18661376,219,28,33859,2,1,1,0,0,0,478,0,0
240,2026-08-22T18:56:22.983Z,7590,17002496,18661376,213,26,34031,1,0,1,0,0,0,480,0,0
241,2026-08-22T18:56:53.468Z,7621,16076800,18661376,216,27,34203,1,0,1,0,0,0,482,0,0
242,2026-08-22T18:57:23.914Z,7651,17051648,18661376,213,26,34375,2,1,1,0,0,0,484,0,0
243,2026-08-22T18:57:54.361Z,7681,16191488,18661376,216,27,34453,1,0,1,0,0,0,486,0,0
244,2026-08-22T18:58:24.821Z,7712,16359424,18661376,216,27,34500,2,1,1,0,0,0,488,0,0
245,2026-08-22T18:58:55.274Z,7742,16261120,18661376,216,27,34594,2,1,1,0,0,0,490,0,0
246,2026-08-22T18:59:25.661Z,7773,17018880,18661376,213,26,34750,2,1,1,0,0,0,492,0,0
247,2026-08-22T18:59:56.157Z,7803,15982592,18661376,210,25,34844,1,0,1,0,0,0,494,0,0
248,2026-08-22T19:00:27.094Z,7834,18673664,18673664,297,54,35031,1,0,1,0,0,0,496,0,0
249,2026-08-22T19:00:58.856Z,7866,16060416,18673664,210,25,35188,1,0,1,0,0,0,498,0,0
250,2026-08-22T19:01:37.377Z,7904,16326656,18673664,219,28,35297,2,1,1,0,0,0,500,0,0
